COD;CODMUN7;Estado;ano;Nome;CV_SCR1 (1 ano);CV_SCR2 (15 meses);Poprural;PopUrb;RDPC;PEA;PEA_A;IDHM;IDHM_E;IDHM_L;IDHM_R;T_ANALF18M;T_MED18M;T_SUPER25M;T_AGUA;T_BANAGUA;T_DENS;T_LIXO;T_LUZ;AGUA_ESGOTO;POPDOMCHEFMULHERES;DENSDEMOG2010;PERC_NV_7CPN;CoberturaAB
130255;1302553;amazonas;2016;Manaquiri;123,04;110,43;69,03;30,97;254,15;8195;35,94;0,596;0,51;0,748;0,556;11,52;17,12;2,3;41,09;31,34;66,25;97,6;75,21;56,76;24,81;5,73;46,25;72,85
130260;1302603;amazonas;2016;Manaus;95,91;87,46;0,51;99,49;790,27;849048;47,12;0,737;0,658;0,826;0,738;4;49,57;10,97;89,65;83,55;50,19;98,29;99,63;6,45;45,85;158,06;48,84;49,32
130270;1302702;amazonas;2016;Manicora;94,09;89,72;56,72;43,28;295,23;18604;39,57;0,582;0,456;0,747;0,58;18,27;20,13;4,35;61,74;30,63;67,24;90,5;83,5;52,96;26,87;0,97;47,64;65,03
130280;1302801;amazonas;2016;Maraa;55,06;51,58;50,06;49,94;144,99;5411;30,87;0,498;0,348;0,763;0,466;19,38;13,73;1,96;49,73;29,03;82,75;83,79;90,05;24,7;26,87;1,04;36,59;74,91
130290;1302900;amazonas;2016;Mauas;76,08;55,13;50,55;49,45;244,3;19813;37,93;0,588;0,464;0,8;0,549;11,23;19,86;5,56;53,85;40,49;71,87;97,43;76,82;49,39;35,39;1,31;38,1;100
130300;1303007;amazonas;2016;Nhamunda;73,2;58,21;61,65;38,35;195,12;6195;33,89;0,586;0,503;0,779;0,513;9,85;20,8;3,88;47,52;35,61;66,54;88,92;80,17;46,25;20,88;1,3;36,69;84,73
130310;1303106;amazonas;2016;Nova Olinda do Norte;60,51;56,92;55,61;44,39;232,07;13246;43,15;0,558;0,412;0,78;0,541;13,99;17,16;4,05;55,94;25,53;75,07;95,65;67,19;62,25;31,84;5,47;29,98;100
130320;1303205;amazonas;2016;Novo Airao;58,2;46,62;35,48;64,52;246,44;5480;37,22;0,57;0,434;0,776;0,551;16,66;22,52;5,95;65,45;44,34;69,66;97,46;86,35;29,18;31,26;0,39;43,6;97,62
130330;1303304;amazonas;2016;Novo Aripuana;59,1;53,37;34,39;65,61;219,69;8813;41,08;0,554;0,421;0,759;0,532;21,18;22,03;3,49;62,61;29,59;68,11;42,41;79,16;42,07;27,62;0,52;42,23;70,94
130340;1303403;amazonas;2016;Parintins;61,07;50,18;31,5;68,5;313,07;38916;38,14;0,658;0,605;0,8;0,589;6,57;33,46;7,24;73,24;50,17;65,05;91;84,92;36,06;38,89;17,14;27,85;70,31
130350;1303502;amazonas;2016;Pauini;48,09;33,88;49;51;218,21;6761;37,22;0,496;0,317;0,724;0,531;30,96;19,15;3,75;49,52;15,6;79,94;49,27;69,96;35,08;28,5;0,44;60,06;53,41
130353;1303536;amazonas;2016;Presidente Figueiredo;94,57;87,68;52,16;47,84;396,51;12112;44,57;0,647;0,538;0,802;0,627;7,82;30,06;4,86;83,42;74,67;53,39;100;94,6;15,92;31,33;1,07;52,74;100
130356;1303569;amazonas;2016;Rio Preto da Eva;111,89;90,96;52,54;47,46;315,24;11662;45,34;0,611;0,493;0,785;0,59;12,13;24,55;2,58;79,11;71,7;57,89;91,76;96,48;21,13;28,02;4,42;49,16;100
130360;1303601;amazonas;2016;Santa Isabel do Rio Negro;79,53;79,53;62,22;37,78;141,04;4951;27,28;0,479;0,323;0,737;0,461;33,43;17,56;3,61;45,24;23,12;87,59;94,26;52,51;10,38;20,97;0,29;19,67;61,6
130370;1303700;amazonas;2016;Santo Antonio do Ic ;88,21;76,85;47,11;52,89;122,21;7070;28,88;0,49;0,353;0,759;0,438;23,18;14,55;2,45;50,55;11;77,57;65,57;89,18;65,89;17,65;1,99;60,61;100
130380;1303809;amazonas;2016;Sao Gabriel da Cachoeira;86,22;56,52;49,72;50,28;355,51;11031;29,11;0,609;0,476;0,777;0,61;15,87;24,21;4,38;43,43;27,52;77,78;91,47;65,48;10,81;21,12;0,35;21,43;73,3
130390;1303908;amazonas;2016;Sao Paulo de Olivenca;138,9;146,58;54,61;45,39;150,28;12579;40,03;0,521;0,386;0,78;0,471;24,86;19,55;2,12;38,51;17,23;73,51;0,06;70,07;51,09;15,72;1,59;47,3;94,43
130395;1303957;amazonas;2016;Sao Sebastiao do Uatuma;56,67;39,44;44,85;55,15;262,79;4428;41,36;0,577;0,464;0,739;0,561;11,16;22,48;2,39;68,33;43,03;73,32;91,67;75,85;35,06;32,67;1;67,42;100
130400;1304005;amazonas;2016;Silves;103;100;52,29;47,71;238,53;3118;36,93;0,632;0,584;0,791;0,546;8,55;27,62;6,61;54,15;32,66;67,9;97,7;81,81;52,6;34,17;2,25;52,88;100
130406;1304062;amazonas;2016;Tabatinga;95,64;90,78;30,45;69,55;338,4;19215;36,76;0,616;0,505;0,769;0,602;15,63;30,28;5,96;73,56;37,13;66,49;92,08;92,41;36,62;33,08;16,21;36,79;72,75
130410;1304104;amazonas;2016;Tapau ;48,25;45,45;44,34;55,66;193,97;8189;42,93;0,502;0,355;0,694;0,512;33,62;15,09;3,59;47,23;46,99;63,26;80,94;80,77;31,92;26,48;0,21;39,59;100
130420;1304203;amazonas;2016;Tefa;58,9;50,78;18,52;81,48;421,41;22249;36,2;0,639;0,511;0,801;0,637;15,65;28,4;7,99;79,11;46,53;65,68;79,26;96,39;19,28;33,24;2,59;37,22;88,4
130423;1304237;amazonas;2016;Tonantins;97,14;88,83;47,9;52,1;189,15;5678;33,25;0,548;0,416;0,779;0,508;21,83;17,62;4,56;32,38;9,49;68,99;61,9;79,38;72,56;19,17;2,66;46,28;100
130426;1304260;amazonas;2016;Uarini;87,97;75,95;42,86;57,14;223,11;5018;42,2;0,527;0,378;0,724;0,535;20,46;16,53;2,79;60,95;21,38;76,13;79,99;90,96;23,73;32,21;1,16;48,86;100
130430;1304302;amazonas;2016;Urucar ;103,76;112,03;42,17;57,83;246,99;6186;36,19;0,62;0,575;0,754;0,551;8,89;29,81;3,58;80,65;53,58;65,54;96,36;93,63;29,65;29,49;0,61;64,15;100
130440;1304401;amazonas;2016;Urucurituba;100;85,97;41,43;58,57;227,55;6999;39,24;0,588;0,487;0,776;0,538;10,06;21,06;2,86;64,7;46,98;72,31;76,41;79,07;33,22;27,79;6,14;35,12;100
140002;1400027;Roraima;2016;Amajari;93,62;113,98;86,93;13,07;121,32;1904;20,41;0,484;0,319;0,815;0,437;39,65;13,95;1,3;55,65;25,41;73,68;100;48,19;26,96;20,74;0,33;17,22;100
140005;1400050;Roraima;2016;Alto Alegre;101,52;93,9;70,94;29,06;201,32;5927;36,03;0,542;0,379;0,813;0,518;40,86;19,33;3,54;65,14;33,82;68,01;98,69;54,83;21,22;27,47;0,64;16,29;100
140010;1400100;Roraima;2016;Boa Vista;93,9;81,45;2,29;97,71;786,55;136734;48,09;0,752;0,708;0,816;0,737;6,27;52,2;12,99;98,7;89,2;44,85;97,76;99,29;4,18;45,72;49,99;56,02;73,99
140015;1400159;Roraima;2016;Bonfim;84,73;70,61;66,09;33,91;329,22;4041;36,93;0,626;0,509;0,809;0,597;14,71;22,43;4,95;91,78;43,28;69,88;80,78;70,62;40,25;28,22;1,35;20;100
140017;1400175;Roraima;2016;Cant ;64,47;55,66;83,76;16,24;297,59;4553;32,75;0,619;0,509;0,803;0,581;19,01;22,85;4,63;93,26;44,13;64,07;97,59;81,61;38,43;32,21;1,81;25,08;100
140020;1400209;Roraima;2016;Caracarai;74,56;78,34;40,7;59,3;336,05;7021;38,16;0,624;0,518;0,78;0,601;14,48;27,57;4,61;88,5;61,25;64,14;95,61;89,18;21,66;39,04;0,39;38,58;100
140023;1400233;Roraima;2016;Caroebe;120;122,96;59,03;40,97;334,97;3522;43,41;0,639;0,549;0,791;0,6;13,39;23,27;5,13;94,48;59,6;45,95;83,95;93,27;25,54;24,27;0,67;51,03;100
140028;1400282;Roraima;2016;Iracema;88,62;74,25;53,1;46,9;261,18;3478;40;0,582;0,434;0,81;0,56;31,57;18,45;3,37;80,99;57,33;57,71;96,26;76,84;12,25;30,88;0,6;38,41;100
140030;1400308;Roraima;2016;Mucajai;45,48;94,28;39,6;60,4;487,66;5205;35,19;0,665;0,547;0,813;0,661;18,62;27,08;5,29;94,38;66,41;52,22;94,9;91,56;16,82;38,13;1,19;55,52;100
140040;1400407;Roraima;2016;Normandia;82,65;70,78;74,15;25,85;203,43;2867;32,07;0,594;0,502;0,801;0,52;13,7;25,06;3,91;65,16;35,64;82,4;66,36;53,71;35,77;29,41;1,28;18,93;67,99
140045;1400456;Roraima;2016;Pacaraima;122,54;98,03;56,73;43,27;388,35;3649;34,98;0,65;0,558;0,788;0,624;10,79;31,2;4,56;79,57;44,16;69,2;95,3;74,53;31,99;35,74;1,3;25,49;100
140047;1400472;Roraima;2016;Rorainopolis;56,27;89,35;56,04;43,96;284,22;10385;42,77;0,619;0,519;0,798;0,574;15,98;23,53;5,59;87,9;47,32;51,09;98,17;91;37,15;29,13;0,72;51,29;100
140050;1400506;Roraima;2016;Sao Joao da Baliza;90,18;21,43;29,75;70,25;365,67;3150;46,54;0,655;0,587;0,78;0,614;12,63;31,47;6,63;93,77;72,54;44,94;87,44;92,38;9,65;27,46;1,58;45,19;100
140060;1400605;Roraima;2016;Sao Luiz;90;85,56;34;66;344,73;2222;32,92;0,649;0,574;0,788;0,605;13,27;30,01;6,17;94,87;78,15;41,44;88,77;96,51;12,03;25,07;4,42;56,63;100
140070;1400704;Roraima;2016;Uiramuta;99,8;84,58;86,41;13,59;123,16;2867;34,23;0,453;0,276;0,766;0,439;31,63;8,17;1,36;47,3;9,57;88,64;53,15;27,41;21,62;18,19;1,04;16,7;100
150010;1500107;Para;2016;Abaetetuba;74,4;74,36;41,18;58,82;293,01;58218;41,26;0,628;0,537;0,798;0,579;14,97;27,35;4,53;68,86;44,71;62,09;97,86;91,8;39,8;29,95;87,61;53,4;46,97
150013;1500131;Para;2016;Abel Figueiredo;78,57;61,43;11;89;390,12;2785;41,08;0,622;0,481;0,8;0,625;19,24;16,9;3,43;91,76;63,79;38,23;91,23;95,97;26,33;33,74;11,04;39,32;100
150020;1500206;Para;2016;Acar ;63,97;55,02;76,44;23,56;199,34;22814;42,59;0,506;0,332;0,757;0,517;22,85;9,64;1,88;64,01;20,25;63,18;78,48;73,66;55,71;29,36;12,33;31,33;44,67
150030;1500305;Para;2016;Afu ;36,02;25,85;72,95;27,05;163,98;11375;32,46;0,489;0,311;0,774;0,485;31,73;10,67;2,3;26,56;14,79;78,76;96,9;70,23;76,98;26,56;4,19;17,67;18,45
150034;1500347;Para;2016;Agua Azul do Norte;65,15;55,05;80,54;19,46;266,02;9637;38,46;0,564;0,399;0,797;0,563;12,56;7,65;0,7;94,37;72,93;38,54;93,72;94,23;19,47;16,13;3,52;54,6;65,58
150040;1500404;Para;2016;Alenquer;77,56;74,6;47,32;52,68;215,33;19728;37,49;0,564;0,436;0,779;0,529;17,15;16,81;3,01;79,14;28,88;61,79;81,15;73,7;59,29;35,51;2,23;43,45;30,9
150050;1500503;Para;2016;Almeirim;92,06;78,62;40,61;59,39;484,16;14292;42,52;0,642;0,497;0,809;0,659;14,85;31,37;7,56;78,03;46,54;51,2;91,01;86,42;33,56;31,47;0,46;35,18;72,37
150060;1500602;Para;2016;Altamira;66,83;59,55;15,12;84,88;492,05;45449;45,87;0,665;0,548;0,811;0,662;13,41;26,98;5,9;86,79;65,31;40,91;91,05;92,81;24,32;39,98;0,62;38,23;70,03
150070;1500701;Para;2016;Anaj s;73,54;58,75;61,65;38,35;186,88;8180;33,04;0,484;0,29;0,774;0,506;36,1;7,39;1,6;21,06;11,79;75,33;89,43;72,97;76,03;21,01;3,58;14,04;37,58
150080;1500800;Para;2016;Ananindeua;34,04;29,8;0,25;99,75;564,76;225873;47,86;0,718;0,658;0,821;0,684;3,62;44;7,27;92,1;78,93;43,37;97,83;99,85;9,43;46,26;2477,55;43,23;89,09
150085;1500859;Para;2016;Anapu;103,89;95,43;52,13;47,87;266,28;9605;46,76;0,548;0,371;0,788;0,563;20,98;13,15;2,53;84,69;24,33;50,41;74,44;75,5;48,31;28,42;1,73;28;67,88
150090;1500909;Para;2016;Augusto Correa;59,96;45,87;54,96;45,04;159,05;12948;31,97;0,52;0,38;0,772;0,48;28,83;11,31;1,61;82,76;25,07;55,27;59,19;90,35;49,51;38,75;37,1;30,29;100
150095;1500958;Para;2016;Aurora do Par ;59,22;54,38;69,23;30,77;184,39;7752;29,2;0,519;0,358;0,773;0,504;25,21;12,49;2,4;83,68;39,58;53,46;84,48;80,6;38,79;25,24;14,65;42,03;58,49
150100;1501006;Para;2016;Aveiro;94,36;76,92;79,94;20,06;148,71;5958;37,59;0,541;0,45;0,748;0,47;15,12;12,68;2,24;66,97;24,13;62,65;53,95;76,24;61,45;32,89;0,93;26,34;59,24
150110;1501105;Para;2016;Bagre;62,96;56,02;55,33;44,67;159,41;8639;36,2;0,471;0,28;0,777;0,481;26,08;9,54;1,21;43,17;14,56;81,17;82,39;64,35;69,04;19,09;5,43;17,62;36,58
150120;1501204;Para;2016;Baiao;82,83;72,57;49,69;50,31;226,99;15151;41,08;0,578;0,467;0,77;0,538;14,93;22,58;3,25;80,15;45,79;63,52;66,7;88,35;33,51;29,03;9,81;72,13;63,08
150125;1501253;Para;2016;Bannach;162,79;155,81;62,63;37,37;416,31;1436;41,85;0,594;0,42;0,784;0,635;19,54;16,5;1,77;87,7;67,44;32,46;87,61;86,39;19,99;22,51;1,16;54,05;100
150130;1501303;Para;2016;Barcarena;82,78;84,28;63,65;36,35;437,43;42954;43,01;0,662;0,564;0,801;0,643;9,17;31,83;4,96;82;62,13;51,4;98,61;96,48;26,34;36,95;76,21;54,98;73,72
150140;1501402;Para;2016;Belam;79,18;73,99;0,86;99,14;853,82;667049;47,87;0,746;0,673;0,822;0,751;3,47;49,35;14,33;96,09;86,84;43,19;97,15;99,76;4,73;46,84;1315,26;60,71;46,49
150145;1501451;Para;2016;Belterra;105,97;105,6;58,01;41,99;241,57;5772;35,37;0,588;0,478;0,775;0,548;13,57;21,89;3,04;68,7;37,92;50,75;67,13;87,89;50,79;36,51;3,71;49,38;100
150150;1501501;Para;2016;Benevides;74,19;66,63;44,02;55,98;385,83;22785;44,11;0,665;0,592;0,798;0,623;7,3;31,1;4,51;94,01;76,75;50,46;93,52;99,77;16,13;41,54;274,99;49,26;100
150157;1501576;Para;2016;Bom Jesus do Tocantins;60;62,4;46,67;53,33;337,28;6513;42,57;0,589;0,437;0,777;0,601;22,88;17,48;3,61;88,44;50,48;42,46;86,54;82,83;30,1;32,63;5,43;44,76;100
150160;1501600;Para;2016;Bonito;101,9;91,94;71,92;28,08;218,05;5702;41,83;0,546;0,398;0,77;0,531;23,23;14,51;1,38;88,71;32,4;42,79;77,82;95,82;42,65;24,68;23,23;39,01;100
150170;1501709;Para;2016;Braganca;64,18;53,89;35,86;64,14;311,97;44368;39,19;0,6;0,486;0,755;0,589;16,94;24,18;4,47;73,73;55,22;48,56;83,88;95,73;33,48;39,65;54,13;30,81;76,53
150172;1501725;Para;2016;Brasil Novo;96,43;108,33;56,03;43,97;408,55;6473;41,26;0,613;0,451;0,809;0,632;19,15;14,18;2,46;81,02;52,48;35,9;92,7;85,9;27,73;23,66;2,47;41,18;100
150175;1501758;Para;2016;Brejo Grande do Araguaia;88,24;77,45;41,12;58,88;310,08;2860;39,09;0,591;0,473;0,743;0,588;21,85;20,22;3,27;93,36;42,1;36,62;70,83;90,16;41,91;33,26;5,68;54,43;95,41
150178;1501782;Para;2016;Breu Branco;54,16;58,44;44,17;55,83;252,31;19033;36,26;0,568;0,422;0,781;0,555;22,15;14,96;2,11;88,19;42,8;53,72;98,1;97,4;45,37;33,81;13,32;37,34;39,45
150180;1501808;Para;2016;Breves;40,38;28,82;49,86;50,14;209,14;33214;35,77;0,503;0,312;0,778;0,524;26,91;13,16;2,97;45,63;22,97;74,51;95,17;74,62;60,55;29,61;9,72;19,64;49,17
150190;1501907;Para;2016;Bujaru;91,08;78,34;68,48;31,52;174,18;9781;38,07;0,552;0,437;0,779;0,495;15,85;16,3;1,37;73,37;23,83;63,07;85,04;81,41;54,04;25,12;25,56;26,79;62,3
150195;1501956;Para;2016;Cachoeira do Piria;50;66,11;79,11;20,89;130,4;8339;31,49;0,473;0,303;0,779;0,449;30,96;9,78;0,66;71,32;6,68;58,42;77,52;65,68;75,78;21,73;10,76;19,77;88,18
150200;1502004;Para;2016;Cachoeira do Arari;83,28;63,02;64,02;35,98;209,79;7299;35,7;0,546;0,398;0,778;0,525;14,64;12,17;1,76;76,66;31,57;60,19;86,9;72,76;46,84;34,19;6,59;24,78;28,73
150210;1502103;Para;2016;Cameta;70,31;59,6;56,29;43,71;226,99;49640;41,06;0,577;0,474;0,754;0,538;11,43;22,04;3,15;62,32;43,07;71,59;88,13;85,35;42,24;27,05;39,23;29,68;46,95
150215;1502152;Para;2016;Canaa dos Carajas;93,58;67,76;22,42;77,58;517,33;12370;46,3;0,673;0,569;0,801;0,67;10,65;29,69;4,64;94,89;62,11;36;98,4;98,59;21,73;37,41;8,49;56,09;92,32
150220;1502202;Para;2016;Capanema;65,75;59,25;20,28;79,72;356,27;27622;43,4;0,655;0,58;0,794;0,61;14,87;29,25;3,68;90,45;56,34;32,96;96,27;99;21,88;35,51;103,53;44,67;100
150230;1502301;Para;2016;Capitao Poco;77,71;69,34;58,68;41,32;283,1;22465;43,29;0,548;0,385;0,747;0,573;26,2;15,21;2,7;86,31;47,99;44,76;98,87;90,75;35,45;27,68;17,9;49,19;26,19
150240;1502400;Para;2016;Castanhal;75,81;74,33;11,42;88,58;467,32;75319;43,5;0,673;0,582;0,8;0,654;8,39;32,63;5,72;92,91;67,2;41,74;96,08;99,51;19,78;40,79;168,29;59,28;89,71
150250;1502509;Para;2016;Chaves;52,42;49,86;88,05;11,95;198,83;7260;34,56;0,453;0,234;0,769;0,516;28,92;3,04;1,43;27,88;8,91;72,7;77,52;62,55;85,36;23,02;1,61;8,11;45,87
150260;1502608;Para;2016;Colares;94,44;92,22;67,83;32,17;231,98;4085;35,89;0,602;0,528;0,763;0,541;11,36;22,25;2,95;88,59;53,01;52,4;88,93;95,48;37,01;40,5;18,66;50,25;100
150270;1502707;Para;2016;Conceicao do Araguaia;70,67;65,37;28,74;71,26;405,29;19708;43,26;0,64;0,54;0,77;0,631;15,51;27,19;5,81;89,89;71,41;30,76;94,09;88,52;15,58;37,08;7,81;46,7;89,23
150275;1502756;Para;2016;Concordia do Para;89,87;67,88;46,53;53,47;260,68;11278;39,97;0,566;0,438;0,741;0,56;22,24;16,48;2,17;82,49;28,9;55,67;83,71;91,68;58,67;27,5;40,84;31,4;77,03
150276;1502764;Para;2016;Cumaru do Norte;86,57;111,94;74,1;25,9;417,06;4874;46,57;0,55;0,33;0,795;0,635;26,19;8,35;1,92;80,98;43,16;46,25;78,53;71,58;21,31;21,62;0,61;27,85;100
150277;1502772;Para;2016;Curionopolis;74,43;68,35;31,49;68,51;319,35;6477;35,42;0,636;0,536;0,809;0,592;19,71;22,15;2,97;69,93;55,97;40,55;73,45;99,22;40,46;34,23;7,72;74,39;100
150280;1502806;Para;2016;Curralinho;10,63;13,77;61,71;38,29;188,88;10044;35,18;0,502;0,323;0,769;0,508;23,32;10,81;2,6;33,84;17,28;78,61;69,27;73,05;68,4;24,4;7,89;27,36;42,79
150285;1502855;Para;2016;Curu ;142,44;121,46;52,82;47,18;180,94;4533;36,99;0,578;0,495;0,78;0,501;15,77;19,88;5,1;78,44;19,07;64,36;36,72;84,34;66,25;29,11;8,56;49,04;100
150290;1502905;Para;2016;Curuc ;34,62;33,85;64,5;35,5;233,96;11312;32,99;0,582;0,48;0,758;0,542;11,73;20,2;1,29;91,51;61,26;47,34;80,59;98,63;21,72;39,5;50,98;41,94;100
150293;1502939;Para;2016;Dom Eliseu;94;89,2;36,64;63,36;348,04;22724;44,28;0,615;0,502;0,763;0,606;19,23;18,84;4,06;83,71;43,74;42,32;86,19;96,18;49,92;36,51;9,74;41,33;61,17
150295;1502954;Para;2016;Eldorado do Caraj s;44,11;42,71;47,84;52,16;281,12;12463;39,21;0,56;0,405;0,757;0,572;23,21;12,32;2,17;91,16;37,97;40,1;53,35;90,13;43,64;29,07;10,75;27,87;52,81
150300;1503002;Para;2016;Faro;78,33;73,33;25,06;74,94;180,47;2623;32,08;0,563;0,47;0,756;0,501;11,68;19,92;3,93;76,32;41,29;58,01;54,08;85,28;40,52;38,17;0,69;23,14;100
150304;1503044;Para;2016;Floresta do Araguaia;55,66;47,4;50,96;49,04;283,57;7050;39,68;0,583;0,437;0,792;0,573;20,37;17,09;4,02;68,6;45,07;36,03;54,34;81,47;27,9;27,27;5,16;44,34;89,56
150307;1503077;Para;2016;Garrafao do Norte;74,88;84,12;65,62;34,38;229,91;10793;43,11;0,526;0,353;0,763;0,54;33,1;12,35;2,55;80,5;24,21;52,33;53,43;79,33;56,29;27,76;15,66;53,77;40,87
150309;1503093;Para;2016;Goianasia do Par ;42,83;66,47;30,73;69,27;303,9;11658;38,3;0,56;0,404;0,743;0,585;24,42;14,06;2,09;85,42;49,96;43,21;88,59;97,16;40,27;28,18;4,33;34,99;45,42
150310;1503101;Para;2016;Gurup ;88,86;82,11;67,04;32,96;191,06;10269;35,33;0,509;0,333;0,777;0,51;27,26;10,56;1,27;39,19;30,91;72,57;96,62;73,5;62,89;25,33;3,4;27,85;43,64
150320;1503200;Para;2016;Igarapa0Acu;95,04;91,33;40,91;59,09;293,71;14463;40,3;0,595;0,49;0,743;0,579;16,87;22,19;2,8;85,97;57,02;46,38;90,37;94,98;31,38;34,52;45,66;64,91;100
150330;1503309;Para;2016;Igarapa0Miri;59,4;50,59;54,88;45,12;196,34;23409;40,31;0,547;0,413;0,77;0,514;20,56;15,74;2,47;47,69;25,34;68,73;90,63;82,56;53,81;29,01;29,08;44,83;50,71
150340;1503408;Para;2016;Inhangapi;67,25;56,14;72,39;27,61;245,7;3664;36,5;0,572;0,456;0,748;0,55;17;20,2;2,66;77,37;29,67;53,99;95,78;92,2;40,39;36,24;21,29;46,3;100
150345;1503457;Para;2016;Ipixuna do Par ;48,32;23,63;76,17;23,83;188,48;15099;29,43;0,489;0,304;0,757;0,508;24,57;7,88;1,78;76,56;43,45;57,74;83,44;77,37;38,22;24,68;9,84;27,85;64,04
150350;1503507;Para;2016;Irituia;88,65;74,67;79,2;20,8;224,25;13993;44,61;0,559;0,427;0,763;0,536;21,43;15,16;2,13;82,58;38,5;53,84;87,16;91,26;37,82;34,15;22,74;47,6;54,5
150360;1503606;Para;2016;Itaituba;82,79;82,11;27,5;72,5;440,6;40901;41,95;0,64;0,51;0,8;0,644;15,13;20,71;4,03;85,39;54,43;49,1;93,05;94,58;35,96;41,79;1,57;46,63;66,28
150370;1503705;Para;2016;Itupiranga;111,93;96,14;60;40;234,25;18110;35,36;0,528;0,364;0,746;0,543;25,13;13,93;2,07;83,72;27,9;44,87;82,45;88,57;54,04;31,07;6,5;20;33,32
150375;1503754;Para;2016;Jacareacanga;55,56;55,22;65,04;34,96;289,16;5160;36,59;0,505;0,279;0,8;0,577;29,01;8,84;1,24;68,44;20,5;76,4;68,44;85,15;36,36;33,2;0,26;39,35;8,32
150380;1503804;Para;2016;Jacund ;82,43;86,57;11,05;88,95;399,45;21893;42,63;0,622;0,509;0,752;0,628;17,37;20,36;2,55;91,28;52,97;40,73;90,81;97,42;33,18;35,85;25,57;54,79;61,6
150390;1503903;Para;2016;Juruti;89,67;80,98;66,33;33,67;241,39;17404;36,96;0,592;0,501;0,756;0,547;9,75;20,99;3,08;68,19;42,72;68,71;96,72;81,49;46,93;28,8;5,67;57,89;44,73
150400;1504000;Para;2016;Limoeiro do Ajuru;61,2;54,04;75,23;24,77;172,12;10414;41,62;0,541;0,425;0,754;0,493;16,11;18,37;3,38;24,73;16,82;75,51;95,52;79,52;72,22;23,77;16,79;47,81;37,82
150405;1504059;Para;2016;Mae do Rio;70,19;62,82;17,39;82,61;367,01;10897;39,05;0,599;0,458;0,763;0,615;19,05;21,04;4;90,17;55,52;42,03;92,02;95,17;33,86;35,35;59,43;60,41;100
150410;1504109;Para;2016;Magalhaes Barata;100;77,98;53,23;46,77;208,43;2574;31,72;0,597;0,507;0,801;0,524;11,56;21,76;2,09;93,5;64,8;48,03;72,65;98,1;18,33;43,03;24,95;53,61;100
150420;1504208;Para;2016;Maraba;68,7;49,58;20,28;79,72;527,86;103679;44,37;0,668;0,564;0,785;0,673;12,18;31,7;5,4;91,19;60,04;43,4;87,39;96,84;27,16;37,07;15,45;39;33,31
150430;1504307;Para;2016;Maracana;92,2;81,8;58,92;41,08;221,89;10183;35,89;0,57;0,454;0,764;0,534;13,19;14,93;2,08;80,26;47,25;53,11;67,34;92,3;35,86;40,18;33,16;45,95;100
150440;1504406;Para;2016;Marapanim;63,78;44,27;56,01;43,99;277,01;10720;40,29;0,609;0,521;0,76;0,57;10,22;21,43;2,13;88,6;55,18;48,43;91,54;98,44;31,45;36,86;33,42;51,37;63,03
150442;1504422;Para;2016;Marituba;45,68;41,99;1,04;98,96;382,02;47172;43,58;0,676;0,628;0,793;0,621;5,03;35,01;3,42;89,79;78,47;50,02;88,94;99,97;16,4;40,55;1047,44;45,09;66,29
150445;1504455;Para;2016;Medicilandia;93,02;93,72;65,02;34,98;345,44;11711;42,85;0,582;0,408;0,8;0,605;20,02;11,58;1,23;76,29;37,87;36,84;77,56;86,56;35,07;21,52;3,3;54,86;69,26
150450;1504505;Para;2016;Melgaco;59,22;48,29;77,82;22,18;135,21;8225;33,15;0,418;0,207;0,776;0,454;39,7;7,13;2,04;21,93;13,39;86,43;83,13;64,06;78,93;16,97;3,66;14,9;52,28
150460;1504604;Para;2016;Mocajuba;73,21;66,88;31,62;68,38;229,18;11706;43,79;0,575;0,467;0,754;0,539;11,89;20,54;2,94;76,1;42,65;65,91;90,44;83,19;29,91;30,36;30,7;59,88;93,88
150470;1504703;Para;2016;Moju;70,71;57,85;64,06;35,94;291,67;27599;39,42;0,547;0,375;0,757;0,578;20,36;14,03;1,94;81,68;27,84;62,93;88,91;84,32;49,91;27,23;7,7;35,47;36,05
150475; ;Para;2016;Mojui dos Campos;127,59;102,76; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;22,34
150480;1504802;Para;2016;Monte Alegre;80,62;72,69;55,71;44,29;231,65;21464;38,7;0,589;0,495;0,764;0,541;15,72;20,09;2,92;79,96;29,2;50,12;75,21;82,69;49,6;32,42;3,06;43,41;49,01
150490;1504901;Para;2016;Muan ;86,85;61,55;57,55;42,45;230,14;12637;36,95;0,547;0,391;0,775;0,54;14,15;12,51;1,39;51,45;31,41;72,67;88,9;76,73;52,89;24,66;9,08;40;54,51
150495;1504950;Para;2016;Nova Esperanca do Piri ;84,75;71,08;60,49;39,51;160,34;7000;34,73;0,502;0,346;0,757;0,482;28,61;10,38;2,6;81,75;21,76;58,56;90,28;73,4;70,82;40,65;7,18;47,42;66,79
150497;1504976;Para;2016;Nova Ipixuna;73,1;72,59;47,24;52,76;315,1;6136;41,9;0,581;0,435;0,766;0,59;23,91;12,99;2,64;87,59;34,02;41,03;87,79;93,88;40,27;33,43;9,36;44,7;100
150500;1505007;Para;2016;Nova Timboteua;103,92;98,04;59,62;40,38;267,59;5507;40,29;0,609;0,507;0,791;0,564;21,55;20,88;1,97;90,57;38,27;39,62;95,21;91,6;37,99;38,89;27,91;46,67;100
